index,count,tx_0,action_types,swap_pools,token_path,action_groups,flash_pair
40,3,0x43f4540b495b76e603d3a24bceeadb69a786042437792bf78089bf2a1edde259,"UniswapSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_in","UniswapV3Pool-WETH-wstETH:fee_100
CurveTriCryptoNG-crvUSD-WETH-tBTC
CurveTriCryptoNG-crvUSD-WETH-tBTC
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
UniswapV3Pool-WETH-wstETH:fee_100","wsteth
wsteth
crvusd
crvusd
weth
weth","flash_borrow:UniswapV3Pool-WETH-wstETH:fee_100:0
CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
flash_repay:UniswapV3Pool-WETH-wstETH:fee_100:0","0




0","UniswapSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_in
wsteth
wsteth
crvusd
crvusd
weth
weth"
53,3,0x37a21a38a0826420d0426dafdd6cecc003297386fbb22250880ff77a8e802a1e,"WETH_deposit:eth_in
WETH_deposit:weth_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out","

LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC","eth
weth
weth
crvusd
crvusd
usdc","WETH_deposit:1
WETH_deposit:1
LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1","




","WETH_deposit:eth_in
WETH_deposit:weth_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
eth
weth
weth
crvusd
crvusd
usdc"
15,2,0x0aca86ee49f770a199881150e27933d2ec34674b6eadca3d1de7bb99036bf6a7,"CurveSwap:token_in
CurveSwapWETH_Withdraw:eth_in
CurveSwapWETH_Withdraw:weth_out
CurveSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out","CurveTriCryptoNG-WBTC-USDC
CurveTriCryptoNG-WBTC-USDC
CurveTriCryptoNG-WBTC-USDC
CurveTriCryptoNG-WBTC-USDC
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD","weth
eth
weth
usdc
usdc
crvusd
crvusd
weth","CurveSwap:1
CurveSwap:1
CurveSwapWETH_Withdraw:1
CurveSwap:1
CurveSwapWETH_Withdraw:1
CurveSwap:1
CurveSwap:3
CurveSwap:3
LLAMMA:1
LLAMMA:1","






","CurveSwap:token_in
CurveSwapWETH_Withdraw:eth_in
CurveSwapWETH_Withdraw:weth_out
CurveSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
weth
eth
weth
usdc
usdc
crvusd
crvusd
weth"
42,2,0x595d3574f68185d80ccd35fb185b47fe9aef0943f20fca7ae88d7fbec092735d,"UniswapSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
UniswapSwap:token_in","UniswapV3Pool-WETH-USDC:fee_500
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC
UniswapV3Pool-WETH-USDC:fee_500","weth
weth
crvusd
crvusd
usdc
usdc","flash_borrow:UniswapV3Pool-WETH-USDC:fee_500:0
LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1
flash_repay:UniswapV3Pool-WETH-USDC:fee_500:0","0




0","UniswapSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
UniswapSwap:token_in
weth
weth
crvusd
crvusd
usdc
usdc"
0,1,0xab01ca8f33c7d85cc477c1a77a3f685b12a79a683674f7c8eb23e3ace028b2fa,"BalancerVault:token_in
BalancerVault:token_out
BalancerVault:token_out
BalancerVault:token_in
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out","BalancerVault
BalancerVault
BalancerVault
BalancerVault
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC","aura
weth
aura
weth
weth
crvusd
crvusd
usdc","BalancerVault:1
BalancerVault:1
BalancerVault:1
BalancerVault:1
LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1","






","BalancerVault:token_in
BalancerVault:token_out
BalancerVault:token_out
BalancerVault:token_in
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
aura
weth
aura
weth
weth
crvusd
crvusd
usdc"
1,1,0x3b807ddd80056534dccdcab6b542f782b78184031bf1168b0e248d6b15abb565,"BalancerVault:token_in
BalancerVault:token_out
LLAMMA:token_in
LLAMMA:token_out","BalancerVault
BalancerVault
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD","psp
weth
weth
crvusd","BalancerVault:1
BalancerVault:1
LLAMMA:1
LLAMMA:1","


","BalancerVault:token_in
BalancerVault:token_out
LLAMMA:token_in
LLAMMA:token_out
psp
weth
weth
crvusd"
2,1,0xae9a9d196d7728118e2e47b434bc2e9a3215af6a07808cff1e80181c278d1680,"BalancerVault:token_out
UniswapSwap:token_out
UniswapSwap:token_in
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
CurveMetaPool_Swap:token_out
CurveSwap:token_out
PancakeSwap:token_out
PancakeSwap:token_in
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
BalancerVault:token_in","BalancerVault
UniswapV3Pool-WETH-USDC:fee_500
UniswapV3Pool-WETH-USDC:fee_500
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
CurveStableSwap-crvUSD-USDP
CurveStableSwap-crvUSD-USDP
CurveStableSwap-USDP-3POOL
CurveStableSwap-USDP-3POOL
Curve3Pool-DAI-USDC-USDT
CurveStableSwap-USDP-3POOL
CurveStableSwap-USDP-3POOL
PancakeV3Pool-WETH-WBTC
PancakeV3Pool-WETH-WBTC
LLAMMA-WBTC-crvUSD
LLAMMA-WBTC-crvUSD
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC
BalancerVault","usdc
weth
usdc
weth
crvusd
crvusd
usdp
usdp
3crv
usdc
usdc
wbtc
weth
wbtc
crvusd
crvusd
usdc
usdc","flash_borrow:BalancerVault:0
UniswapSwap:1
UniswapSwap:1
LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1
CurveSwap:2
CurveSwap:2
CurveMetaPool_Swap:1
CurveSwap:3
PancakeSwap:1
PancakeSwap:1
LLAMMA:2
LLAMMA:2
CurveSwap:4
CurveSwap:4
flash_repay:BalancerVault:0","0
















0","BalancerVault:token_out
UniswapSwap:token_out
UniswapSwap:token_in
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
CurveMetaPool_Swap:token_out
CurveSwap:token_out
PancakeSwap:token_out
PancakeSwap:token_in
LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
BalancerVault:token_in
usdc
weth
usdc
weth
crvusd
crvusd
usdp
usdp
3crv
usdc
usdc
wbtc
weth
wbtc
crvusd
crvusd
usdc
usdc"
3,1,0x706d6cea75090d70c6d4a9426043699cab0a0b8858b7437ddb7c8c11d266fe8d,"CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out","CurveStableSwap-crvUSD-FRAX
CurveStableSwap-crvUSD-FRAX
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD","frax
crvusd
crvusd
weth","CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1","


","CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
frax
crvusd
crvusd
weth"
4,1,0x3d39c83cff8b18bceff745a96878946b2a4d8b2e8c3732b7558ce52589b54586,"CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out","CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD","usdc
crvusd
crvusd
weth","CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1","


","CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
usdc
crvusd
crvusd
weth"
6,1,0x297b859c1914021024503f9b060379ce85e57e597b1a95ce3d7076dfe949532b,"CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out","CurveTriCryptoNG-crvUSD-WETH-tBTC
CurveTriCryptoNG-crvUSD-WETH-tBTC
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD","wsteth
crvusd
crvusd
weth","CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1","


","CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
wsteth
crvusd
crvusd
weth"
7,1,0x1d4a894fddaf8c003e4c76e58fa59806e373314bfabe4ee7a5ce8146101ff4bc,"CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
BalancerVault:token_in
BalancerVault:token_out","CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
BalancerVault
BalancerVault","usdt
crvusd
crvusd
weth
weth
dai","CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
BalancerVault:1
BalancerVault:1","




","CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
BalancerVault:token_in
BalancerVault:token_out
usdt
crvusd
crvusd
weth
weth
dai"
8,1,0x3685a4763315981a2c5e5418ed90a4c3816e349bbfb0bff10e042c8414dbf78e,"CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
PancakeSwap:token_out
PancakeSwap:token_in","CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
PancakeV3Pool-WETH-USDT
PancakeV3Pool-WETH-USDT","usdt
crvusd
crvusd
weth
usdt
weth","CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
PancakeSwap:1
PancakeSwap:1","




","CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
PancakeSwap:token_out
PancakeSwap:token_in
usdt
crvusd
crvusd
weth
usdt
weth"
9,1,0x8a0592980c5b934a8351c29af6c6a1bf0b895d1a68a4746fc5bae6c1fa74f55b,"CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_in
UniswapSwap:token_out","CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
UniswapV2Pool-WETH-EWTB
UniswapV2Pool-WETH-EWTB","usdt
crvusd
crvusd
weth
weth
ewtb","CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
UniswapSwap:1
UniswapSwap:1","




","CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_in
UniswapSwap:token_out
usdt
crvusd
crvusd
weth
weth
ewtb"
10,1,0x7aa5f308e77f5e33faec19f547dd8f6a14dc2767faab0a3188326a73edd61bcc,"CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_in
UniswapSwap:token_out
UniswapSwap:token_out
UniswapSwap:token_out
UniswapSwap:token_in","CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
UniswapV2Pool-WETH-PEPE2
UniswapV2Pool-WETH-PEPE2
UniswapV2Pool-WETH-PEPE2
UniswapV3Pool-TUSD-TGOLD:fee_3000
UniswapV3Pool-TUSD-TGOLD:fee_3000","usdt
crvusd
crvusd
weth
weth
pepe2.0
pepe2.0
pepe2.0
weth","CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
UniswapSwap:1
UniswapSwap:1
UniswapSwap:1
UniswapSwap:2
UniswapSwap:2","







","CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
UniswapSwap:token_in
UniswapSwap:token_out
UniswapSwap:token_out
UniswapSwap:token_out
UniswapSwap:token_in
usdt
crvusd
crvusd
weth
weth
pepe2.0
pepe2.0
pepe2.0
weth"
12,1,0xb87e413dbe63fba175a3b9bb7a054c44d93cded6659e77e7287d33c90383443d,"CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
WETH_withdraw:eth_out
WETH_withdraw:weth_in","CurveStableSwap-crvUSD-USDP
CurveStableSwap-crvUSD-USDP
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD

","usdp
crvusd
crvusd
weth
eth
weth","CurveSwap:1
CurveSwap:1
LLAMMA:1
LLAMMA:1
WETH_withdraw:1
WETH_withdraw:1","




","CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
WETH_withdraw:eth_out
WETH_withdraw:weth_in
usdp
crvusd
crvusd
weth
eth
weth"
14,1,0x3fcb66296ccd846e0a8bbc5647da909dfe3735116e649e74e33309caf04b76ec,"CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
UniswapSwap:token_in
UniswapSwap:token_out
UniswapSwap:token_out","CurveStableSwap-crvUSD-USDT
CurveStableSwap-crvUSD-USDT
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
UniswapV2Pool-WETH-UNIBOT
UniswapV2Pool-WETH-UNIBOT
UniswapV2Pool-WETH-UNIBOT","usdt
crvusd
crvusd
weth
unibot
unibot","CurveSwap:1
CurveSwap:1
LLAMMA:1
UniswapSwap:1
UniswapSwap:2
UniswapSwap:2","




","CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
UniswapSwap:token_in
UniswapSwap:token_out
UniswapSwap:token_out
usdt
crvusd
crvusd
weth
unibot
unibot"
16,1,0xdf3e804b7d6dd7198a3b91eef19c8d78ed4b952dc290879eb41f90be80edcedf,"CurveSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
WETH_withdraw:eth_out
WETH_withdraw:weth_in","CurveStableSwap-FRAX-USDC
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC
LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD

","usdc
usdc
crvusd
crvusd
weth
eth
weth","CurveSwap:1
CurveSwap:2
CurveSwap:2
LLAMMA:1
LLAMMA:1
WETH_withdraw:1
WETH_withdraw:1","





","CurveSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
LLAMMA:token_in
LLAMMA:token_out
WETH_withdraw:eth_out
WETH_withdraw:weth_in
usdc
usdc
crvusd
crvusd
weth
eth
weth"
20,1,0xee045819a889f75d46d99c3b5a5043ecc81e32aff0a427070546cbef859cd8df,"LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out","LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC","weth
crvusd
crvusd
usdc","LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1","


","LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
weth
crvusd
crvusd
usdc"
22,1,0xa2b4276d3c2b94b44ee94d72261b830ce9acf9cc71f2682398d07658798ccb81,"LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
CurveSwap:token_in
CurveSwap:token_out","LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC
CurveTriCryptoNG-WBTC-USDC
CurveTriCryptoNG-WBTC-USDC","weth
crvusd
crvusd
usdc
usdc
wbtc","LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1
CurveSwap:2
CurveSwap:2","




","LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
CurveSwap:token_in
CurveSwap:token_out
weth
crvusd
crvusd
usdc
usdc
wbtc"
23,1,0xbdc51c23c3f62792a5ee8a74ed01cc8738bd208f129bea2c45ab7f57fd2eec4f,"LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
DFXSwap:token_in
DFX_to_beneficiary
DFXSwap:token_out
UniswapSwap:token_out
UniswapSwap:token_in","LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC
DFXPool-XIDR-USDC
DFXPool-XIDR-USDC
DFXPool-XIDR-USDC
UniswapV3Pool-WETH-XIDR:fee_3000
UniswapV3Pool-WETH-XIDR:fee_3000","weth
crvusd
crvusd
usdc
usdc
xidr
xidr
weth
xidr","LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1
DFXSwap:1
DFX_to_beneficiary:1
DFXSwap:1
UniswapSwap:1
UniswapSwap:1","







","LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
DFXSwap:token_in
DFX_to_beneficiary
DFXSwap:token_out
UniswapSwap:token_out
UniswapSwap:token_in
weth
crvusd
crvusd
usdc
usdc
xidr
xidr
weth
xidr"
24,1,0x48c5f44546ddd4aa2f488c38ab91d03469b54f5234f088dd107b09bb43270ec4,"LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
UniswapSwap:token_out
UniswapSwap:token_in","LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
CurveTriCryptoNG-crvUSD-WETH-tBTC
CurveTriCryptoNG-crvUSD-WETH-tBTC
UniswapV3Pool-WBTC-WETH:fee_500
UniswapV3Pool-WBTC-WETH:fee_500","weth
crvusd
crvusd
tbtc
weth
wbtc","LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1
UniswapSwap:1
UniswapSwap:1","




","LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
UniswapSwap:token_out
UniswapSwap:token_in
weth
crvusd
crvusd
tbtc
weth
wbtc"
25,1,0xa03c0a658b039f01a38ee3e0b38f69cb0ea5e07785a57ceb749d7990c2789317,"LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
UniswapSwap:token_out
UniswapSwap:token_in","LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
CurveStableSwap-crvUSD-TUSD
CurveStableSwap-crvUSD-TUSD
UniswapV3Pool-WETH-TUSD:fee_3000
UniswapV3Pool-WETH-TUSD:fee_3000","weth
crvusd
crvusd
tusd
weth
tusd","LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1
UniswapSwap:1
UniswapSwap:1","




","LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
UniswapSwap:token_out
UniswapSwap:token_in
weth
crvusd
crvusd
tusd
weth
tusd"
26,1,0xd8da44f59e589884abc5305492e142ce624ab343948703a13977584eb5ff791a,"LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
UniswapSwap:token_out
UniswapSwap:token_in","LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
CurveTriCryptoNG-crvUSD-WETH-tBTC
CurveTriCryptoNG-crvUSD-WETH-tBTC
UniswapV3Pool-WETH-wstETH:fee_100
UniswapV3Pool-WETH-wstETH:fee_100","weth
crvusd
crvusd
wsteth
weth
wsteth","LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1
UniswapSwap:1
UniswapSwap:1","




","LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
UniswapSwap:token_out
UniswapSwap:token_in
weth
crvusd
crvusd
wsteth
weth
wsteth"
27,1,0x9b6d05d75fb7ab507f890c939157f23e482612bfc804905a3dc98b2fc9a3d840,"LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
WETH_deposit:eth_in
WETH_deposit:weth_out","LLAMMA-WETH-crvUSD
LLAMMA-WETH-crvUSD
CurveStableSwap-crvUSD-USDC
CurveStableSwap-crvUSD-USDC

","weth
crvusd
crvusd
usdc
eth
weth","LLAMMA:1
LLAMMA:1
CurveSwap:1
CurveSwap:1
WETH_deposit:2
WETH_deposit:2","




","LLAMMA:token_in
LLAMMA:token_out
CurveSwap:token_in
CurveSwap:token_out
WETH_deposit:eth_in
WETH_deposit:weth_out
weth
crvusd
crvusd
usdc
eth
weth"
